l_orderkey | l_partkey | l_suppkey | l_linenumber | l_quantity | l_extendedprice | l_discount | l_tax | l_returnflag | l_linestatus | l_shipdate | l_commitdate | l_receiptdate | l_shipinstruct | l_shipmode | l_comment
23713 | 138385 | 3412 | 3 | 32 | 45548.16 | 0.09 | 0.00 | A | F | 1993-03-24 | 1993-01-12 | 1993-04-05 | NONE | TRUCK | le according to the regul
24576 | 11145 | 8649 | 4 | 15 | 15842.1 | 0.01 | 0.06 | R | F | 1993-03-24 | 1993-01-21 | 1993-04-07 | NONE | REG AIR | uctions are alongs
25126 | 128407 | 5944 | 2 | 16 | 22966.4 | 0.04 | 0.08 | R | F | 1993-03-24 | 1993-03-04 | 1993-04-11 | NONE | FOB | yly ironic requests ca
27652 | 41359 | 1360 | 1 | 49 | 63717.15 | 0.10 | 0.00 | R | F | 1993-03-24 | 1993-03-04 | 1993-04-20 | NONE | MAIL | ial requests a
27712 | 13739 | 1243 | 4 | 10 | 16527.3 | 0.08 | 0.08 | A | F | 1993-03-24 | 1993-04-12 | 1993-04-18 | DELIVER IN PERSON | SHIP | furiously. blithely regular instruct
27810 | 180284 | 2803 | 4 | 30 | 40928.4 | 0.04 | 0.03 | A | F | 1993-03-24 | 1993-04-20 | 1993-04-23 | TAKE BACK RETURN | AIR |  express ideas cajole 
31970 | 134362 | 9389 | 1 | 45 | 62836.2 | 0.05 | 0.04 | A | F | 1993-03-24 | 1993-01-26 | 1993-04-23 | TAKE BACK RETURN | TRUCK | deas are never along the blithel
33218 | 141912 | 4427 | 1 | 27 | 52755.57 | 0.05 | 0.00 | R | F | 1993-03-24 | 1993-02-14 | 1993-04-18 | NONE | SHIP | ly against the fluffily unusual
34373 | 171550 | 4068 | 4 | 24 | 38917.2 | 0.05 | 0.03 | R | F | 1993-03-24 | 1993-01-25 | 1993-04-16 | TAKE BACK RETURN | SHIP | eposits nag. even pinto bean
37063 | 27198 | 9701 | 3 | 12 | 13502.28 | 0.06 | 0.02 | R | F | 1993-03-24 | 1993-01-15 | 1993-04-05 | DELIVER IN PERSON | REG AIR | gainst the final, ironic deposits. caref
38981 | 102809 | 5320 | 4 | 16 | 28988.8 | 0.08 | 0.06 | R | F | 1993-03-24 | 1993-04-09 | 1993-04-04 | NONE | TRUCK | riously ironic excuses sleep. blithely pend
42630 | 124196 | 6709 | 1 | 13 | 15862.47 | 0.06 | 0.08 | A | F | 1993-03-24 | 1993-02-24 | 1993-04-20 | DELIVER IN PERSON | TRUCK | tes. fluffily final
45127 | 198434 | 5992 | 5 | 37 | 56699.91 | 0.10 | 0.01 | R | F | 1993-03-24 | 1993-03-14 | 1993-04-11 | NONE | MAIL |  quickly dependencies. car
48576 | 95899 | 5900 | 1 | 20 | 37897.8 | 0.07 | 0.00 | A | F | 1993-03-24 | 1993-01-30 | 1993-04-06 | COLLECT COD | FOB | encies haggle carefully alongsid
55239 | 86698 | 4223 | 4 | 27 | 45486.63 | 0.00 | 0.06 | R | F | 1993-03-24 | 1993-01-31 | 1993-03-28 | NONE | AIR | old accounts are ca
56327 | 167808 | 2841 | 6 | 23 | 43143.4 | 0.04 | 0.03 | R | F | 1993-03-24 | 1993-03-23 | 1993-04-10 | COLLECT COD | REG AIR | ly blithely final packages. quickly regul
56480 | 9205 | 9206 | 1 | 2 | 2228.4 | 0.09 | 0.04 | R | F | 1993-03-24 | 1993-06-02 | 1993-03-26 | TAKE BACK RETURN | AIR | an use quickly slyly special pinto bean
56772 | 11674 | 1675 | 6 | 11 | 17442.37 | 0.06 | 0.04 | R | F | 1993-03-24 | 1993-03-18 | 1993-04-10 | TAKE BACK RETURN | MAIL | final, express grouches; quickly ironic
61477 | 62439 | 9958 | 6 | 4 | 5605.72 | 0.04 | 0.01 | A | F | 1993-03-24 | 1993-02-09 | 1993-04-05 | COLLECT COD | REG AIR | ticingly un
66787 | 35750 | 8254 | 5 | 23 | 38772.25 | 0.10 | 0.08 | R | F | 1993-03-24 | 1993-01-18 | 1993-04-13 | DELIVER IN PERSON | SHIP | furiously 
67266 | 54697 | 4698 | 1 | 42 | 69370.98 | 0.06 | 0.03 | A | F | 1993-03-24 | 1993-02-24 | 1993-04-09 | NONE | TRUCK | ular ideas. ironic ideas breach care
70945 | 182649 | 204 | 3 | 31 | 53680.84 | 0.09 | 0.06 | A | F | 1993-03-24 | 1993-01-14 | 1993-04-16 | DELIVER IN PERSON | REG AIR | blithe accounts kind
72544 | 5182 | 7683 | 3 | 44 | 47835.92 | 0.04 | 0.07 | R | F | 1993-03-24 | 1993-04-18 | 1993-04-02 | TAKE BACK RETURN | SHIP | onic ideas: blithely bold d
74661 | 17883 | 5387 | 2 | 47 | 84641.36 | 0.03 | 0.08 | R | F | 1993-03-24 | 1993-04-03 | 1993-04-22 | NONE | FOB | ons. blithe
76358 | 61796 | 1797 | 3 | 5 | 8788.95 | 0.09 | 0.03 | A | F | 1993-03-24 | 1993-02-04 | 1993-03-25 | DELIVER IN PERSON | FOB | epths use along th
79557 | 174964 | 4965 | 4 | 12 | 24467.52 | 0.05 | 0.00 | R | F | 1993-03-24 | 1993-04-12 | 1993-04-11 | TAKE BACK RETURN | MAIL | arefully across the regular, final req
82662 | 60685 | 686 | 1 | 8 | 13165.44 | 0.00 | 0.01 | R | F | 1993-03-24 | 1993-02-20 | 1993-04-06 | DELIVER IN PERSON | REG AIR | lly unusual instructions will have t
82786 | 95884 | 903 | 6 | 45 | 84594.6 | 0.10 | 0.02 | R | F | 1993-03-24 | 1993-02-26 | 1993-04-20 | NONE | FOB | are quickly ironic requests.
84231 | 43695 | 6200 | 5 | 31 | 50799.39 | 0.08 | 0.02 | R | F | 1993-03-24 | 1993-03-28 | 1993-04-23 | DELIVER IN PERSON | FOB | ial instructions. slo
85029 | 161695 | 4212 | 4 | 43 | 75537.67 | 0.07 | 0.08 | A | F | 1993-03-24 | 1993-04-30 | 1993-03-27 | DELIVER IN PERSON | MAIL | sual dependencies. e
94530 | 23006 | 8011 | 4 | 19 | 17651 | 0.08 | 0.02 | R | F | 1993-03-24 | 1993-05-07 | 1993-03-29 | COLLECT COD | SHIP | usly slow dependencies boost careful
97538 | 135659 | 686 | 2 | 18 | 30503.7 | 0.07 | 0.03 | R | F | 1993-03-24 | 1993-02-22 | 1993-04-02 | DELIVER IN PERSON | RAIL | furiously even foxes cajole furiously caref
99428 | 92116 | 7135 | 6 | 10 | 11081.1 | 0.07 | 0.02 | R | F | 1993-03-24 | 1993-05-27 | 1993-03-26 | TAKE BACK RETURN | FOB | deposits. foxes dazzle carefully. account
101539 | 148810 | 3839 | 4 | 41 | 76211.21 | 0.08 | 0.01 | R | F | 1993-03-24 | 1992-12-27 | 1993-03-28 | TAKE BACK RETURN | SHIP | ely agains
4288 | 104952 | 4953 | 2 | 39 | 76321.05 | 0.05 | 0.02 | R | F | 1993-03-25 | 1993-02-06 | 1993-03-28 | DELIVER IN PERSON | AIR | uffy theodolites run
6980 | 8116 | 8117 | 3 | 40 | 40964.4 | 0.03 | 0.05 | R | F | 1993-03-25 | 1993-04-07 | 1993-04-01 | COLLECT COD | SHIP | lar theodolites
7079 | 90884 | 8412 | 4 | 22 | 41247.36 | 0.06 | 0.06 | A | F | 1993-03-25 | 1993-04-21 | 1993-04-14 | TAKE BACK RETURN | AIR |  ironic requests. ironic p
7687 | 36643 | 6644 | 3 | 26 | 41070.64 | 0.09 | 0.07 | R | F | 1993-03-25 | 1993-04-18 | 1993-04-05 | DELIVER IN PERSON | SHIP | ages are along the blithely
8642 | 11492 | 1493 | 3 | 31 | 43508.19 | 0.05 | 0.03 | R | F | 1993-03-25 | 1993-02-28 | 1993-04-22 | COLLECT COD | RAIL | ag furiously. pending dep
15234 | 157927 | 7928 | 2 | 22 | 43668.24 | 0.00 | 0.03 | R | F | 1993-03-25 | 1993-05-19 | 1993-04-13 | NONE | MAIL | silent platelets. blith
19813 | 42999 | 3000 | 4 | 14 | 27187.86 | 0.06 | 0.07 | A | F | 1993-03-25 | 1993-04-25 | 1993-04-23 | COLLECT COD | REG AIR | ending deposits. furiously specia
19908 | 164168 | 9201 | 4 | 5 | 6160.8 | 0.01 | 0.01 | R | F | 1993-03-25 | 1993-02-23 | 1993-04-10 | NONE | RAIL | eodolites are carefully carefully unusual 
26210 | 56519 | 4035 | 1 | 36 | 53118.36 | 0.04 | 0.08 | A | F | 1993-03-25 | 1993-03-30 | 1993-04-09 | COLLECT COD | AIR |  slyly along
30336 | 117112 | 2135 | 1 | 46 | 51939.06 | 0.01 | 0.07 | R | F | 1993-03-25 | 1993-04-12 | 1993-03-31 | TAKE BACK RETURN | TRUCK | lphins grow fluffily ironic accoun
33570 | 115810 | 5811 | 7 | 2 | 3651.62 | 0.05 | 0.07 | R | F | 1993-03-25 | 1993-02-25 | 1993-03-27 | TAKE BACK RETURN | RAIL | fily bold requests wake. slyly 
34787 | 43901 | 1414 | 6 | 46 | 84865.4 | 0.05 | 0.00 | A | F | 1993-03-25 | 1993-05-15 | 1993-04-19 | NONE | TRUCK | ly slyly regular theodolites. fluffily regu
38496 | 58925 | 6441 | 6 | 6 | 11303.52 | 0.07 | 0.00 | A | F | 1993-03-25 | 1993-05-19 | 1993-03-30 | NONE | REG AIR | olites! bold dinos will are e
38816 | 48048 | 8049 | 2 | 14 | 13944.56 | 0.01 | 0.02 | A | F | 1993-03-25 | 1993-03-20 | 1993-04-13 | DELIVER IN PERSON | TRUCK | ven ideas detect. sometimes th
40289 | 21506 | 9013 | 6 | 37 | 52817.5 | 0.05 | 0.01 | A | F | 1993-03-25 | 1993-01-11 | 1993-04-10 | DELIVER IN PERSON | TRUCK | deposits. slyly eve
40838 | 139805 | 2319 | 3 | 9 | 16603.2 | 0.01 | 0.05 | A | F | 1993-03-25 | 1993-02-04 | 1993-04-09 | DELIVER IN PERSON | SHIP | leep between the slyly final deposits. n
42405 | 15225 | 2729 | 5 | 14 | 15963.08 | 0.08 | 0.05 | A | F | 1993-03-25 | 1993-03-01 | 1993-03-28 | DELIVER IN PERSON | REG AIR | ong the furiously unusual 
43109 | 101119 | 3630 | 2 | 8 | 8960.88 | 0.08 | 0.01 | R | F | 1993-03-25 | 1993-02-22 | 1993-04-15 | DELIVER IN PERSON | MAIL | instructions wake carefully regular r
43972 | 123873 | 3874 | 3 | 47 | 89152.89 | 0.07 | 0.08 | A | F | 1993-03-25 | 1993-05-08 | 1993-04-23 | TAKE BACK RETURN | RAIL | s about the slowly unusual inst
43972 | 123527 | 1064 | 4 | 43 | 66672.36 | 0.08 | 0.03 | R | F | 1993-03-25 | 1993-05-09 | 1993-03-26 | TAKE BACK RETURN | FOB | uickly regular ideas. unusual
50118 | 175876 | 3428 | 6 | 31 | 60507.97 | 0.08 | 0.00 | R | F | 1993-03-25 | 1993-05-18 | 1993-04-16 | COLLECT COD | FOB | g, unusual theodolites are furio
50950 | 174338 | 6856 | 3 | 49 | 69204.17 | 0.01 | 0.04 | R | F | 1993-03-25 | 1993-02-27 | 1993-04-12 | NONE | REG AIR | nal requests along the quickly spec
54277 | 196332 | 8852 | 1 | 46 | 65703.18 | 0.08 | 0.00 | A | F | 1993-03-25 | 1993-04-02 | 1993-03-30 | TAKE BACK RETURN | TRUCK | ong the accounts? special instructions
55143 | 167693 | 5242 | 1 | 5 | 8803.45 | 0.09 | 0.05 | A | F | 1993-03-25 | 1993-03-01 | 1993-04-24 | NONE | AIR | ng to the furiously silen
55143 | 192906 | 5426 | 3 | 15 | 29983.5 | 0.00 | 0.05 | R | F | 1993-03-25 | 1993-03-11 | 1993-04-01 | NONE | REG AIR | use carefully special accounts. steal
56644 | 152953 | 2954 | 7 | 41 | 82243.95 | 0.04 | 0.04 | R | F | 1993-03-25 | 1993-01-31 | 1993-04-21 | COLLECT COD | MAIL | ironic, final instructions. f
58502 | 82403 | 2404 | 4 | 28 | 38791.2 | 0.03 | 0.00 | A | F | 1993-03-25 | 1993-05-11 | 1993-03-26 | DELIVER IN PERSON | AIR | ests. theodolites sleep. ca
63904 | 90407 | 5426 | 3 | 29 | 40524.6 | 0.00 | 0.00 | R | F | 1993-03-25 | 1993-05-11 | 1993-04-05 | COLLECT COD | TRUCK | es about the regular, final
64001 | 156768 | 4314 | 2 | 48 | 87588.48 | 0.03 | 0.00 | A | F | 1993-03-25 | 1993-03-26 | 1993-04-03 | COLLECT COD | TRUCK | eposits cajole dependencies. quickly spe
68512 | 33312 | 822 | 1 | 45 | 56038.95 | 0.08 | 0.03 | R | F | 1993-03-25 | 1993-05-25 | 1993-04-05 | TAKE BACK RETURN | AIR | . blithely regula
71622 | 100312 | 5333 | 1 | 36 | 47243.16 | 0.04 | 0.03 | A | F | 1993-03-25 | 1993-05-10 | 1993-04-19 | COLLECT COD | SHIP | s nag quic
74981 | 51700 | 9216 | 3 | 38 | 62764.6 | 0.02 | 0.07 | A | F | 1993-03-25 | 1993-02-19 | 1993-04-19 | DELIVER IN PERSON | RAIL | ins cajole. sl
75780 | 175362 | 5363 | 6 | 10 | 14373.6 | 0.04 | 0.07 | A | F | 1993-03-25 | 1993-02-14 | 1993-04-13 | DELIVER IN PERSON | FOB | lar foxes. furiousl
79268 | 175701 | 5702 | 1 | 32 | 56854.4 | 0.01 | 0.06 | A | F | 1993-03-25 | 1993-03-03 | 1993-04-04 | DELIVER IN PERSON | SHIP | er the blithely r
80454 | 36450 | 1457 | 5 | 31 | 42979.95 | 0.05 | 0.05 | R | F | 1993-03-25 | 1993-04-05 | 1993-04-08 | COLLECT COD | SHIP | es: quickly id
82372 | 191117 | 8675 | 2 | 48 | 57989.28 | 0.07 | 0.01 | A | F | 1993-03-25 | 1993-02-07 | 1993-04-18 | COLLECT COD | TRUCK | its haggle s
82790 | 102574 | 7595 | 3 | 36 | 56756.52 | 0.04 | 0.05 | R | F | 1993-03-25 | 1993-05-02 | 1993-04-23 | COLLECT COD | FOB | of the furiously final dependencie
87655 | 76425 | 1440 | 2 | 33 | 46246.86 | 0.06 | 0.01 | A | F | 1993-03-25 | 1993-04-12 | 1993-03-30 | TAKE BACK RETURN | MAIL | nts. furiously reg
91332 | 180226 | 5263 | 4 | 49 | 64004.78 | 0.06 | 0.01 | R | F | 1993-03-25 | 1993-03-03 | 1993-03-31 | COLLECT COD | MAIL | . regular r
91844 | 80245 | 5262 | 2 | 4 | 4900.96 | 0.03 | 0.08 | R | F | 1993-03-25 | 1993-05-01 | 1993-03-26 | COLLECT COD | RAIL | quickly. fluffily even packages w
92740 | 22819 | 2820 | 1 | 12 | 20901.72 | 0.05 | 0.01 | R | F | 1993-03-25 | 1993-04-23 | 1993-03-27 | NONE | MAIL | : blithely special pinto beans slee
94599 | 171997 | 4515 | 3 | 39 | 80690.61 | 0.04 | 0.03 | R | F | 1993-03-25 | 1993-05-12 | 1993-03-28 | TAKE BACK RETURN | MAIL | gainst the even dinos. quickly unusu
96198 | 139523 | 7063 | 3 | 25 | 39063 | 0.07 | 0.08 | R | F | 1993-03-25 | 1993-04-16 | 1993-04-20 | TAKE BACK RETURN | REG AIR | al, brave request
97412 | 6138 | 8639 | 3 | 33 | 34456.29 | 0.07 | 0.07 | R | F | 1993-03-25 | 1993-02-16 | 1993-04-10 | TAKE BACK RETURN | AIR | lyly ironic reque
98854 | 80370 | 5387 | 4 | 37 | 49963.69 | 0.02 | 0.01 | R | F | 1993-03-25 | 1993-04-28 | 1993-04-07 | COLLECT COD | SHIP |  requests nag blithely about the slyly regu
100833 | 186501 | 1538 | 7 | 46 | 73025 | 0.09 | 0.02 | R | F | 1993-03-25 | 1993-05-04 | 1993-04-10 | COLLECT COD | AIR | ly regular requests cajole furious
2594 | 71490 | 1491 | 1 | 7 | 10230.43 | 0.06 | 0.02 | R | F | 1993-03-26 | 1993-03-05 | 1993-04-24 | DELIVER IN PERSON | FOB | arls cajole 
3683 | 48689 | 6202 | 2 | 41 | 67144.88 | 0.01 | 0.06 | A | F | 1993-03-26 | 1993-05-06 | 1993-04-09 | NONE | TRUCK | ress instructions. slyly express a
7751 | 91944 | 4454 | 3 | 29 | 56142.26 | 0.04 | 0.02 | A | F | 1993-03-26 | 1993-01-31 | 1993-04-08 | TAKE BACK RETURN | RAIL | ges haggle fluffily even theodolites. fina
8002 | 99163 | 9164 | 1 | 48 | 55783.68 | 0.08 | 0.05 | R | F | 1993-03-26 | 1993-05-23 | 1993-04-17 | NONE | TRUCK | ests wake fluffy waters? bol
8292 | 193922 | 3923 | 1 | 27 | 54429.84 | 0.09 | 0.05 | A | F | 1993-03-26 | 1993-03-31 | 1993-04-24 | TAKE BACK RETURN | MAIL | ularly among the
11143 | 160967 | 6000 | 1 | 40 | 81118.4 | 0.09 | 0.00 | R | F | 1993-03-26 | 1993-01-26 | 1993-04-24 | COLLECT COD | FOB | re. final packages haggle furiously. pinto
12260 | 147539 | 5082 | 2 | 11 | 17451.83 | 0.09 | 0.06 | A | F | 1993-03-26 | 1993-01-17 | 1993-04-17 | NONE | REG AIR | y. regular packag
13121 | 106028 | 8539 | 1 | 50 | 51701 | 0.10 | 0.06 | A | F | 1993-03-26 | 1993-05-21 | 1993-03-31 | DELIVER IN PERSON | TRUCK |  blithely against the car
14147 | 86771 | 1788 | 5 | 31 | 54490.87 | 0.07 | 0.08 | R | F | 1993-03-26 | 1993-05-27 | 1993-04-16 | TAKE BACK RETURN | FOB | usly even requests. carefully
15744 | 51422 | 6433 | 2 | 31 | 42576.02 | 0.01 | 0.01 | A | F | 1993-03-26 | 1993-05-02 | 1993-04-06 | TAKE BACK RETURN | FOB |  quickly ironic epitaphs slee
17825 | 147010 | 9525 | 5 | 27 | 28539.27 | 0.02 | 0.07 | R | F | 1993-03-26 | 1993-02-16 | 1993-03-28 | TAKE BACK RETURN | FOB |  silent theo
19847 | 107523 | 5054 | 2 | 18 | 27549.36 | 0.03 | 0.05 | A | F | 1993-03-26 | 1993-04-09 | 1993-04-11 | NONE | AIR | ns haggle silent deposits. care
23745 | 85571 | 588 | 2 | 15 | 23348.55 | 0.06 | 0.02 | R | F | 1993-03-26 | 1993-01-26 | 1993-04-18 | NONE | TRUCK | er the final platelets.
27652 | 112238 | 2239 | 2 | 32 | 40007.36 | 0.07 | 0.04 | A | F | 1993-03-26 | 1993-03-23 | 1993-03-27 | COLLECT COD | AIR | even dolphin
28224 | 103696 | 1227 | 4 | 44 | 74786.36 | 0.01 | 0.06 | A | F | 1993-03-26 | 1993-02-05 | 1993-03-27 | DELIVER IN PERSON | RAIL | nal packages
31655 | 80015 | 16 | 1 | 35 | 34825.35 | 0.09 | 0.08 | R | F | 1993-03-26 | 1993-04-29 | 1993-04-19 | NONE | SHIP | lyly quickly special foxes. 
36231 | 170734 | 735 | 3 | 30 | 54141.9 | 0.10 | 0.06 | R | F | 1993-03-26 | 1993-02-09 | 1993-04-07 | NONE | SHIP | ide of the slyly special instructions 
36292 | 16434 | 6435 | 2 | 15 | 20256.45 | 0.04 | 0.02 | A | F | 1993-03-26 | 1993-03-27 | 1993-03-28 | COLLECT COD | SHIP | oost unusual requests. regular ideas sle
41729 | 36469 | 1476 | 1 | 5 | 7027.3 | 0.01 | 0.08 | R | F | 1993-03-26 | 1993-03-02 | 1993-03-27 | COLLECT COD | RAIL | deas wake ca
48487 | 42244 | 4749 | 1 | 37 | 43890.88 | 0.02 | 0.07 | R | F | 1993-03-26 | 1993-04-11 | 1993-04-08 | DELIVER IN PERSON | RAIL | posits. fluffily final requests
48487 | 171465 | 9017 | 4 | 45 | 69140.7 | 0.01 | 0.02 | R | F | 1993-03-26 | 1993-03-04 | 1993-04-19 | DELIVER IN PERSON | AIR | ely. silent packages slee
52193 | 29178 | 6685 | 1 | 6 | 6643.02 | 0.06 | 0.08 | R | F | 1993-03-26 | 1993-05-11 | 1993-04-19 | NONE | REG AIR | long the furiously ironic 
55270 | 35562 | 3072 | 6 | 24 | 35941.44 | 0.04 | 0.02 | A | F | 1993-03-26 | 1993-02-27 | 1993-04-16 | DELIVER IN PERSON | FOB | t slyly furiousl
58053 | 18840 | 6344 | 3 | 22 | 38694.48 | 0.00 | 0.08 | R | F | 1993-03-26 | 1993-03-03 | 1993-04-19 | DELIVER IN PERSON | TRUCK | ajole slyly regular fo
58720 | 174482 | 9517 | 1 | 22 | 34242.56 | 0.05 | 0.04 | R | F | 1993-03-26 | 1993-05-26 | 1993-03-29 | DELIVER IN PERSON | FOB | ly ironic do
62852 | 65980 | 5981 | 6 | 45 | 87569.1 | 0.01 | 0.05 | R | F | 1993-03-26 | 1993-02-13 | 1993-04-09 | DELIVER IN PERSON | REG AIR | s. express somas are regul
63872 | 142747 | 2748 | 2 | 38 | 68010.12 | 0.10 | 0.01 | R | F | 1993-03-26 | 1993-03-29 | 1993-04-19 | COLLECT COD | TRUCK | uests nod. iron
70627 | 117579 | 7580 | 6 | 29 | 46300.53 | 0.08 | 0.03 | R | F | 1993-03-26 | 1993-04-06 | 1993-04-21 | TAKE BACK RETURN | SHIP | y. quickly regular foxes sleep blithely acr
73826 | 131839 | 1840 | 1 | 21 | 39287.43 | 0.03 | 0.07 | R | F | 1993-03-26 | 1993-04-26 | 1993-04-15 | DELIVER IN PERSON | SHIP |  quickly bold excuses. furiou
75780 | 84870 | 2395 | 1 | 36 | 66775.32 | 0.07 | 0.08 | A | F | 1993-03-26 | 1993-01-16 | 1993-04-12 | TAKE BACK RETURN | MAIL | de of the instructions. even accounts shall
76071 | 184756 | 9793 | 1 | 50 | 92037.5 | 0.08 | 0.01 | A | F | 1993-03-26 | 1993-02-13 | 1993-04-25 | TAKE BACK RETURN | FOB | odolites alongside of the 
76519 | 155094 | 125 | 3 | 15 | 17236.35 | 0.03 | 0.03 | A | F | 1993-03-26 | 1993-03-04 | 1993-04-07 | COLLECT COD | TRUCK | unts are fluffily slyly even packages. b
76999 | 34557 | 4558 | 2 | 41 | 61153.55 | 0.07 | 0.00 | A | F | 1993-03-26 | 1993-04-15 | 1993-04-11 | NONE | TRUCK | he regular, express pinto beans
80903 | 81653 | 9178 | 3 | 39 | 63751.35 | 0.03 | 0.07 | R | F | 1993-03-26 | 1993-04-12 | 1993-04-16 | COLLECT COD | SHIP |  requests b
84771 | 172578 | 7613 | 1 | 9 | 14855.13 | 0.08 | 0.06 | R | F | 1993-03-26 | 1993-04-16 | 1993-04-19 | COLLECT COD | REG AIR | ng accounts. stealthy requests a
85410 | 11207 | 8711 | 7 | 4 | 4472.8 | 0.01 | 0.05 | R | F | 1993-03-26 | 1993-03-27 | 1993-04-16 | TAKE BACK RETURN | SHIP |  carefully! ironic reques
85925 | 35422 | 429 | 3 | 4 | 5429.68 | 0.09 | 0.00 | A | F | 1993-03-26 | 1993-01-24 | 1993-04-01 | DELIVER IN PERSON | TRUCK | iously pending requ
87617 | 133095 | 5609 | 2 | 14 | 15793.26 | 0.10 | 0.07 | A | F | 1993-03-26 | 1993-05-03 | 1993-04-02 | TAKE BACK RETURN | RAIL | furiously regular platelets c
90117 | 126967 | 4504 | 1 | 18 | 35891.28 | 0.09 | 0.08 | R | F | 1993-03-26 | 1993-04-16 | 1993-03-30 | DELIVER IN PERSON | SHIP |  carefully. furiously 
95142 | 44717 | 7222 | 3 | 30 | 49851.3 | 0.03 | 0.04 | R | F | 1993-03-26 | 1993-02-11 | 1993-04-25 | DELIVER IN PERSON | FOB | thely unusual packages haggle caref
95335 | 12303 | 9807 | 1 | 36 | 43750.8 | 0.10 | 0.05 | R | F | 1993-03-26 | 1993-04-05 | 1993-04-01 | DELIVER IN PERSON | MAIL | ld ideas. furiou
96263 | 103407 | 5918 | 1 | 4 | 5641.6 | 0.03 | 0.01 | A | F | 1993-03-26 | 1993-04-30 | 1993-04-02 | NONE | FOB | sly pending theo
2435 | 48350 | 3359 | 2 | 43 | 55829.05 | 0.03 | 0.08 | A | F | 1993-03-27 | 1993-05-20 | 1993-04-18 | DELIVER IN PERSON | TRUCK | alongside of the s
5414 | 97119 | 2138 | 6 | 28 | 31251.08 | 0.10 | 0.05 | A | F | 1993-03-27 | 1993-06-04 | 1993-04-07 | TAKE BACK RETURN | SHIP | ts sleep sl
5954 | 146706 | 4249 | 1 | 8 | 14021.6 | 0.03 | 0.00 | A | F | 1993-03-27 | 1993-01-22 | 1993-04-04 | TAKE BACK RETURN | AIR | unusual th
6272 | 167077 | 7078 | 4 | 36 | 41186.52 | 0.10 | 0.06 | A | F | 1993-03-27 | 1993-05-24 | 1993-04-12 | DELIVER IN PERSON | REG AIR |  the quickly ironic requests wake fluf
6980 | 195218 | 7738 | 7 | 12 | 15758.52 | 0.04 | 0.04 | A | F | 1993-03-27 | 1993-04-27 | 1993-04-06 | TAKE BACK RETURN | TRUCK | orses. final, silent tithes 
14406 | 81979 | 6996 | 6 | 49 | 96087.53 | 0.09 | 0.07 | R | F | 1993-03-27 | 1993-05-28 | 1993-04-10 | COLLECT COD | REG AIR | refully unusual requests haggle iron
16230 | 174484 | 9519 | 4 | 26 | 40520.48 | 0.08 | 0.02 | R | F | 1993-03-27 | 1993-05-18 | 1993-04-23 | NONE | REG AIR | hins are. bold deposits haggle. furiou
17506 | 33888 | 3889 | 2 | 3 | 5465.64 | 0.06 | 0.03 | A | F | 1993-03-27 | 1993-05-16 | 1993-04-18 | DELIVER IN PERSON | TRUCK | onic escapades. pending requests
21505 | 31270 | 8780 | 1 | 14 | 16817.78 | 0.05 | 0.05 | A | F | 1993-03-27 | 1993-02-16 | 1993-04-07 | DELIVER IN PERSON | RAIL | ounts integrat
25542 | 157166 | 7167 | 3 | 22 | 26909.52 | 0.01 | 0.06 | A | F | 1993-03-27 | 1993-02-11 | 1993-04-26 | TAKE BACK RETURN | SHIP | refully aft
27077 | 70243 | 5258 | 2 | 24 | 29117.76 | 0.10 | 0.06 | R | F | 1993-03-27 | 1993-04-17 | 1993-03-30 | COLLECT COD | SHIP | . furiously fluffy packages nag. blithe
27652 | 81684 | 9209 | 4 | 45 | 74955.6 | 0.01 | 0.00 | A | F | 1993-03-27 | 1993-02-16 | 1993-04-21 | NONE | MAIL |  somas. quickly even asymptotes wake.
27810 | 136518 | 4058 | 6 | 16 | 24872.16 | 0.10 | 0.02 | A | F | 1993-03-27 | 1993-03-12 | 1993-04-25 | DELIVER IN PERSON | REG AIR | ans cajole slyly after 
29058 | 183580 | 3581 | 3 | 16 | 26617.28 | 0.10 | 0.03 | R | F | 1993-03-27 | 1993-03-17 | 1993-04-06 | DELIVER IN PERSON | RAIL | ckly ironic ideas x-ray. unusual, regula
29605 | 184399 | 4400 | 3 | 20 | 29667.8 | 0.07 | 0.03 | A | F | 1993-03-27 | 1993-02-22 | 1993-04-24 | TAKE BACK RETURN | FOB | ular theodolites sleep slyly after the s
31015 | 145104 | 2647 | 1 | 23 | 26429.3 | 0.01 | 0.05 | R | F | 1993-03-27 | 1993-04-05 | 1993-04-05 | COLLECT COD | MAIL |  deposits wake quickly. ironi
32612 | 52621 | 137 | 1 | 23 | 36193.26 | 0.08 | 0.03 | A | F | 1993-03-27 | 1993-03-22 | 1993-04-08 | COLLECT COD | RAIL | ilent deposits nag quickly fluffily regular
34532 | 40758 | 759 | 2 | 30 | 50962.5 | 0.10 | 0.06 | R | F | 1993-03-27 | 1993-01-17 | 1993-04-03 | NONE | REG AIR | ily. sometimes express
34787 | 16041 | 8543 | 1 | 19 | 18183.76 | 0.00 | 0.02 | A | F | 1993-03-27 | 1993-04-10 | 1993-04-26 | TAKE BACK RETURN | REG AIR | . slyly regu
35430 | 43113 | 8122 | 2 | 27 | 28514.97 | 0.10 | 0.05 | A | F | 1993-03-27 | 1993-05-01 | 1993-04-16 | NONE | RAIL | s. slyly final dolphins wa
